ID;thesis_title;thesis_keywords;student_faculty;student_level;Problématique;interet;Méthode;technologies;description_sujet
1042;CONCEPTION ET IMPLEMENTATION D'UN SYSTEME DE PAIEMENT AUTOMATIQUE DE FACTURE ET RETABLISSEMENT AUTOMATIQUE DU COMPTEUR: CAS DE VIRUNGA;paiement automatique, compteur intelligent;Genie Informatique;L3;Comment automatiser la facturation énergétique pour éviter les erreurs de lecture ?;Fiabilisation de la facturation pour les fournisseurs d'énergie locaux.;Relevé à distance via compteurs communicants et transmission de données.;Arduino, GSM, PHP/MySQL.;Passerelle M2 : Système Smart Grid de facturation automatique.
1043;SYSTEME DE SUIVI DE L'EVOLUTION DES TRAVAUX DE RECHERCHE AU SEIN D'UNE UNIVERSITE. CAS DE L'ULPGL;suivi de la recherche, système académique;Genie Informatique;TECH2;Comment centraliser et suivre l'état d'avancement des recherches universitaires ?;Amélioration de la gestion de la recherche et de la transparence à l'ULPGL.;Workflow numérique de validation et de suivi des étapes de recherche.;Java (Spring Boot), React.;Plateforme de gestion du cycle de vie des recherches académiques.
1044;DEVELOPPEMENT D'UN MODELE DE PREDICTION DE TENDANCE D'ACHAT DES CLIENTS D'UNE PLATEFORME E-COMMERCE (CAS D'UN ALGORITHME ID-3);prédiction des achats, data mining;Genie Informatique;TECH2;Comment prédire les futurs achats des clients à partir de leur historique ?;Optimisation des stocks et marketing ciblé pour les entreprises locales.;Analyse prédictive par techniques de Data Mining sur les habitudes d'achat.;Python, Scikit-learn, Power BI.;Modèle d'intelligence économique pour le secteur commercial.
1045;ETUDE ET CONCEPTION D'UN SYSTEME DE COMMUNICATION AU SEIN D'UNE INSTITUTION UNIVERSITAIRE : Cas de l’ULPGL/FSTA;système de communication, institution universitaire;Genie Informatique;L3;Comment garantir une communication interne sécurisée et rapide en milieu universitaire ?;Fluidification des échanges administratifs et sécurisation des données.;Mise en place d'un réseau intranet collaboratif et de messagerie sécurisée.;VoIP, Asterisk, Openfire.;Passerelle M2 : Système de communications unifiées sécurisées.
1046;CONCEPTION ET IMPLÉMENTATION D’UN SYSTÈME D’ALARME BASÉ SUR LE WEBSERVICE POUR LA LUTTE CONTRE LES VOLS ET LA CRIMINALITE DANS UNE VILLE : CAS DE LA VILLE DE GOMA;alarme urbaine, webservice, sécurité;Genie Informatique;TECH2;Comment diffuser instantanément une alerte sécuritaire via des services web ?;Renforcement de la sécurité communautaire et rapidité d'intervention à Goma.;Architecture orientée services (SOA) pour la notification massive d'urgence.;API REST, Android, Node.js.;Système d'alerte urbaine interconnecté par webservices.
1047;Réalisation d'un système de géolocalisation pour le touriste à Goma.;géolocalisation touristique, application mobile;Genie Informatique;TECH2;Comment orienter efficacement les touristes vers les sites d'intérêt de Goma ?;Promotion du tourisme local et aide à la navigation pour les visiteurs.;Cartographie interactive avec intégration de points d'intérêt (POI).;Flutter, Google Maps API.;Guide touristique mobile avec géolocalisation temps réel.
1048;Etude et mise au point sur le traitement quantique de l'information en mode Cloud appliquée à la cyber sécurité.;cybersécurité, informatique quantique, cloud;Genie Informatique;TECH2;Comment exploiter les algorithmes quantiques via le cloud pour des calculs complexes ?;Exploration des technologies de pointe et préparation à l'informatique du futur.;Simulation de circuits quantiques sur des serveurs distants via le cloud.;Qiskit (IBM Q), Python.;Plateforme d'expérimentation en informatique quantique.
1049;Conception d'un systeme électronique permettant la géolocalisation d'un bus scolaire.;géolocalisation scolaire, système embarqué;Genie Informatique;TECH2;Comment permettre aux parents de suivre en temps réel la position du bus scolaire ?;Sécurisation du transport des élèves et meilleure gestion du temps pour les familles.;Transmission de coordonnées GPS en temps réel via le réseau GSM/GPRS.;C++, SIM800L, Firebase.;Dispositif de tracking pour flotte de transport scolaire.
1050;Modélisation et commande d'un pendule inversé par un réseau des neurones artificiels.;réseaux de neurones, pendule inversé, commande non linéaire, matlab, simulink;Genie Informatique;TECH2;Comment stabiliser un système instable en utilisant l'intelligence artificielle ?;Application de l'IA au contrôle industriel et à la stabilisation robotique.;Apprentissage par renforcement ou commande prédictive neuronale.;MATLAB, Simulink, Python.;Système de contrôle intelligent pour applications robotiques.
1051;Conception et mise en place d’une plateforme de salle virtuelle de formation basée sur le WebRTC;salle virtuelle, formation en ligne, webrtc, visioconférence, e-learning;Genie Informatique;TECH2;Comment recréer un environnement de cours interactif à distance ?;Assurance de la continuité pédagogique lors des périodes d'instabilité.;Utilisation de technologies de communication temps réel et outils collaboratifs.;WebRTC, Jitsi Meet API, React.;Plateforme de visioconférence dédiée à l'enseignement en ligne.
1052;CONCEPTION, IMPLEMENTATION D’UN GENERATEUR INTELLIGENT DES NOTES MUSICALES A PARTIR DES MUSIQUES CLASSIQUES;générateur intelligent, notes musicales, intelligence artificielle, traitement audio;Genie Informatique;TECH2;Comment utiliser l'IA pour générer des partitions musicales originales ?;Assistance à la création pour les artistes et innovation culturelle.;Utilisation de réseaux de neurones génératifs (GAN ou LSTM).;Python, TensorFlow.;Outil de composition musicale assistée par intelligence artificielle.
1053;SYSTÈME INTELLIGENT POUR LA TELESURVEILLANCE ET LA PRISE EN CHARGE DES MALADES EN CAS D’URGENCE;télésurveillance médicale, urgence sanitaire, système intelligent;Genie Informatique;TECH2;Comment monitorer les constantes vitales d'un patient à distance avec alerte ?;Réduction du temps de réaction médicale et suivi proactif des malades.;Intégration de capteurs biomédicaux connectés à une application de suivi.;Arduino, Capteurs de pouls, Android.;Système de monitoring médical intelligent avec alertes automatiques.
1054;CONCEPTION ET REALISATION D'UN SYSTEME DE CONTROLE DE BIBLIOTHEQUE BASE SUR LA TECHNOLOGIE RFID;rfid, gestion de bibliothèque, contrôle d’accès, système d’information;Genie Informatique;TECH2;Comment automatiser le prêt et l'inventaire des livres via la technologie RFID ?;Modernisation et gain de temps dans la gestion documentaire universitaire.;Identification automatique des ouvrages par radiofréquence (RFID).;RFID, C#, SQL Server.;Système de gestion automatisée de bibliothèque institutionnelle.
1055;ETUDE ET CONCEPTION D’UN SYSTÈME DE SUIVI A DISTANCE D’UN PATIENT DIABETIQUE. Cas de l’hopital Wellness;suivi patient diabétique, télémédecine, capteurs biomédicaux;Genie Informatique;L3;Comment assurer un suivi constant de la glycémie à distance pour les diabétiques ?;Prévention des complications chroniques et amélioration de la qualité de vie.;Collecte automatique de données via capteurs et stockage cloud sécurisé.;IoT, Mobile App, Cloud.;Passerelle M2 : Système de télésurveillance pour maladies chroniques.
1056;ETUDE ET CONCEPTION D’UN SYSTÈME DE VIDEOSURVEILLANCE : Cas de la petite barrière Goma;vidéosurveillance, sécurité urbaine, caméras, réseau;Genie Informatique;L3;Comment surveiller intelligemment les points névralgiques frontaliers ?;Renforcement de la sécurité et de la gestion des flux à la Petite Barrière.;Déploiement de caméras IP haute définition avec détection de mouvement.;VMS, Caméras IP, Réseaux.;Passerelle M2 : Système de vidéosurveillance intelligente urbaine.
1057;CONCEPTION D’UN SYSTÈME INTELLIGENT DE SURVEILLANCE ET DE PREDICTION DES RISQUES DE CATASTROPHES DANS UNE ZONZ VOLCANIQUE : cas de Goma;système intelligent, surveillance volcanique, prédiction des risques;Genie Informatique;TECH2;Comment anticiper les éruptions du Nyiragongo via l'analyse de données en temps réel ?;Protection des populations de Goma contre les risques volcaniques imminents.;Analyse prédictive de données sismiques par réseaux de neurones.;Python, Capteurs sismiques, IoT.;Système expert de monitoring géologique et d'alerte précoce.
1058;CONCEPTION ET REALISATION D’UNE APPLICATION MOBILE PERMETTANT LA COLLECTE DES DONNEES;application mobile, collecte de données, système d’information;Genie Informatique;TECH2;Comment optimiser la collecte de données de terrain dans des zones à connectivité limitée ?;Fiabilisation des enquêtes socio-économiques au Nord-Kivu par le numérique.;Développement d'une architecture mobile déconnectée (Offline-first).;Flutter, SQLite, Firebase.;Application mobile de saisie et synchronisation de données terrain.
1059;APPROCHE HYBRIDE POUR AUGMENTER LA SECURITE DES PERIPHERIQUES LOT : cas d’un réseau des capteurs à la Bralima/Goma;sécurité iot, approche hybride, capteurs intelligents;Genie Informatique;TECH2;Comment protéger les objets connectés contre les botnets et les cyberattaques ?;Sécurisation des infrastructures domotiques et industrielles locales contre le piratage.;Algorithme hybride combinant détection de signatures et d'anomalies de trafic.;Python, Raspberry Pi, Snort.;Dispositif de cybersécurité pour les réseaux d'objets connectés (IoT).
1060;SYSTÈME DE SUIVI TEMPS REEL DE L’ITINERAIRE DES MARCHANDISES ET ENGINS MOBILES DE TRANSPORT BASÉ SUR LA GEOLOCALISATION GPS;géolocalisation gps, suivi de marchandises, temps réel;Genie Informatique;TECH2;Comment garantir la traçabilité des marchandises sur l'axe routier Goma-Beni ?;Réduction des vols et optimisation de la chaîne logistique régionale par le suivi.;Tracking par coordonnées GPS et transmission des données via réseau mobile GPRS.;C++, Modules SIM800L, Leaflet.js.;Plateforme de gestion de flotte et de suivi de cargaisons en temps réel.
